ROR   ---Q---- CZ
56 2c fffffffe 00
57 2c fffffffe 00
58 2c 00000002 00
59 2c 00000002 00
5a 2c fffffffe 00
5b 2c fffffffe 00
5c 2c 00000002 00
5d 2c 00000002 00
5e 2c fffffffe 00
5f 2c fffffffe 00
60 2c 7fffffff 00
61 2c 7fffffff 00
62 2c 80000001 00
63 2c 80000001 00
64 2c 7fffffff 00
65 2c 7fffffff 00
66 2c 80000001 00
67 2c 80000001 00
68 2c 7fffffff 00
69 2c 7fffffff 00
6a 2c 80000001 00
6b 2c 80000001 00
6c 2c 7fffffff 00
6d 2c 7fffffff 00
6e 2c 80000001 00
6f 2c 80000001 00
70 2c 7fffffff 00
71 2c 7fffffff 00
72 2c 80000001 00
73 2c 80000001 00
74 2c 7fffffff 00
75 2c 7fffffff 00
76 2c 80000001 00
77 2c 80000001 00
78 2c 7fffffff 00
79 2c 7fffffff 00
7a 2c 80000001 00
7b 2c 80000001 00
7c 2c 7fffffff 00
7d 2c 7fffffff 00
7e 2c 80000001 00
7f 2c 80000001 00
80 2c 80000000 10
81 2c 80000000 10
82 2c 80000000 10
83 2c 80000000 10
84 2c 80000000 10
85 2c 80000000 10
86 2c 80000000 10
87 2c 80000000 10
88 2c 80000000 10
89 2c 80000000 10
8a 2c 80000000 10
8b 2c 80000000 10
8c 2c 80000000 10
8d 2c 80000000 10
8e 2c 80000000 10
8f 2c 80000000 10
90 2c 80000000 10
91 2c 80000000 10
92 2c 80000000 10
93 2c 80000000 10
94 2c 80000000 10
95 2c 80000000 10
96 2c 80000000 10
97 2c 80000000 10
98 2c 80000000 10
99 2c 80000000 10
9a 2c 80000000 10
9b 2c 80000000 10
9c 2c 80000000 10
9d 2c 80000000 10
9e 2c 80000000 10
9f 2c 80000000 10
a0 2c 80000001 10
a1 2c 80000001 10
a2 2c 7fffffff 10
a3 2c 7fffffff 10
a4 2c 80000001 10
a5 2c 80000001 10
a6 2c 7fffffff 10
a7 2c 7fffffff 10
a8 2c 80000001 10
a9 2c 80000001 10
aa 2c 7fffffff 10
ab 2c 7fffffff 10
ac 2c 80000001 10
ad 2c 80000001 10
ae 2c 7fffffff 10
af 2c 7fffffff 10
b0 2c 80000001 10
b1 2c 80000001 10
b2 2c 7fffffff 10
b3 2c 7fffffff 10
b4 2c 80000001 10
b5 2c 80000001 10
b6 2c 7fffffff 10
b7 2c 7fffffff 10
b8 2c 80000001 10
b9 2c 80000001 10
ba 2c 7fffffff 10
bb 2c 7fffffff 10
bc 2c 80000001 10
bd 2c 80000001 10
be 2c 7fffffff 10
bf 2c 7fffffff 10
c0 2c fffffffe 10
c1 2c fffffffe 10
c2 2c 00000002 10
c3 2c 00000002 10
c4 2c fffffffe 10
c5 2c fffffffe 10
c6 2c 00000002 10
c7 2c 00000002 10
c8 2c fffffffe 10
c9 2c fffffffe 10
ca 2c 00000002 10
cb 2c 00000002 10
cc 2c fffffffe 10
cd 2c fffffffe 10
ce 2c 00000002 10
cf 2c 00000002 10
d0 2c fffffffe 10
d1 2c fffffffe 10
d2 2c 00000002 10
d3 2c 00000002 10
d4 2c fffffffe 10
d5 2c fffffffe 10
d6 2c 00000002 10
d7 2c 00000002 10
d8 2c fffffffe 10
d9 2c fffffffe 10
da 2c 00000002 10
db 2c 00000002 10
dc 2c fffffffe 10
dd 2c fffffffe 10
de 2c 00000002 10
df 2c 00000002 10
e0 2c ffffffff 10
e1 2c ffffffff 10
e2 2c 00000001 10
e3 2c 00000001 10
e4 2c ffffffff 10
e5 2c ffffffff 10
e6 2c 00000001 10
e7 2c 00000001 10
e8 2c ffffffff 10
e9 2c ffffffff 10
ea 2c 00000001 10
eb 2c 00000001 10
ec 2c ffffffff 10
ed 2c ffffffff 10
ee 2c 00000001 10
ef 2c 00000001 10
f0 2c ffffffff 10
f1 2c ffffffff 10
f2 2c 00000001 10
f3 2c 00000001 10
f4 2c ffffffff 10
f5 2c ffffffff 10
f6 2c 00000001 10
f7 2c 00000001 10
f8 2c ffffffff 10
f9 2c ffffffff 10
fa 2c 00000001 10
fb 2c 00000001 10
fc 2c ffffffff 10
fd 2c ffffffff 10
fe 2c 00000001 10
ff 2c 00000001 10
NEGZ  ---Q---- CZ
00 2d 00000000 01
01 2d 00000000 01
02 2d 00000000 01
03 2d 00000000 01
04 2d 00000000 01
05 2d 00000000 01
06 2d 00000000 01
07 2d 00000000 01
08 2d 00000000 01
09 2d 00000000 01
0a 2d 00000000 01
0b 2d 00000000 01
0c 2d 00000000 01
0d 2d 00000000 01
0e 2d 00000000 01
0f 2d 00000000 01
10 2d 00000000 01
11 2d 00000000 01
12 2d 00000000 01
13 2d 00000000 01
14 2d 00000000 01
15 2d 00000000 01
16 2d 00000000 01
17 2d 00000000 01
18 2d 00000000 01
19 2d 00000000 01
1a 2d 00000000 01
1b 2d 00000000 01
1c 2d 00000000 01
1d 2d 00000000 01
1e 2d 00000000 01
1f 2d 00000000 01
20 2d ffffffff 00
21 2d ffffffff 00
22 2d 00000001 00
23 2d 00000001 00
24 2d ffffffff 00
25 2d ffffffff 00
26 2d 00000001 00
27 2d 00000001 00
28 2d ffffffff 00
29 2d ffffffff 00
2a 2d 00000001 00
2b 2d 00000001 00
2c 2d ffffffff 00
2d 2d ffffffff 00
2e 2d 00000001 00
2f 2d 00000001 00
30 2d ffffffff 00
31 2d ffffffff 00
32 2d 00000001 00
33 2d 00000001 00
34 2d ffffffff 00
35 2d ffffffff 00
36 2d 00000001 00
37 2d 00000001 00
38 2d ffffffff 00
39 2d ffffffff 00
3a 2d 00000001 00
3b 2d 00000001 00
3c 2d ffffffff 00
3d 2d ffffffff 00
3e 2d 00000001 00
3f 2d 00000001 00
40 2d fffffffe 00
41 2d fffffffe 00
42 2d 00000002 00
43 2d 00000002 00
44 2d fffffffe 00
45 2d fffffffe 00
46 2d 00000002 00
47 2d 00000002 00
48 2d fffffffe 00
49 2d fffffffe 00
4a 2d 00000002 00
4b 2d 00000002 00
4c 2d fffffffe 00
4d 2d fffffffe 00
4e 2d 00000002 00
4f 2d 00000002 00
50 2d fffffffe 00
51 2d fffffffe 00
52 2d 00000002 00
53 2d 00000002 00
54 2d fffffffe 00
55 2d fffffffe 00
56 2d 00000002 00
57 2d 00000002 00
58 2d fffffffe 00
59 2d fffffffe 00
5a 2d 00000002 00
5b 2d 00000002 00
5c 2d fffffffe 00
5d 2d fffffffe 00
5e 2d 00000002 00
5f 2d 00000002 00
60 2d 80000001 00
61 2d 80000001 00
62 2d 7fffffff 00
63 2d 7fffffff 00
64 2d 80000001 00
65 2d 80000001 00
66 2d 7fffffff 00
67 2d 7fffffff 00
68 2d 80000001 00
69 2d 80000001 00
6a 2d 7fffffff 00
6b 2d 7fffffff 00
6c 2d 80000001 00
6d 2d 80000001 00
6e 2d 7fffffff 00
6f 2d 7fffffff 00
70 2d 80000001 00
71 2d 80000001 00
72 2d 7fffffff 00
73 2d 7fffffff 00
74 2d 80000001 00
75 2d 80000001 00
76 2d 7fffffff 00
77 2d 7fffffff 00
78 2d 80000001 00
79 2d 80000001 00
7a 2d 7fffffff 00
7b 2d 7fffffff 00
7c 2d 80000001 00
7d 2d 80000001 00
7e 2d 7fffffff 00
7f 2d 7fffffff 00
80 2d 80000000 10
81 2d 80000000 10
82 2d 80000000 10
83 2d 80000000 10
84 2d 80000000 10
85 2d 80000000 10
86 2d 80000000 10
87 2d 80000000 10
88 2d 80000000 10
89 2d 80000000 10
8a 2d 80000000 10
8b 2d 80000000 10
8c 2d 80000000 10
8d 2d 80000000 10
8e 2d 80000000 10
8f 2d 80000000 10
90 2d 80000000 10
91 2d 80000000 10
92 2d 80000000 10
93 2d 80000000 10
94 2d 80000000 10
95 2d 80000000 10
96 2d 80000000 10
97 2d 80000000 10
98 2d 80000000 10
99 2d 80000000 10
9a 2d 80000000 10
9b 2d 80000000 10
9c 2d 80000000 10
9d 2d 80000000 10
9e 2d 80000000 10
9f 2d 80000000 10
a0 2d 7fffffff 10
a1 2d 7fffffff 10
a2 2d 80000001 10
a3 2d 80000001 10
a4 2d 7fffffff 10
a5 2d 7fffffff 10
a6 2d 80000001 10
a7 2d 80000001 10
a8 2d 7fffffff 10
a9 2d 7fffffff 10
aa 2d 80000001 10
ab 2d 80000001 10
ac 2d 7fffffff 10
ad 2d 7fffffff 10
ae 2d 80000001 10
af 2d 80000001 10
b0 2d 7fffffff 10
b1 2d 7fffffff 10
b2 2d 80000001 10
b3 2d 80000001 10
b4 2d 7fffffff 10
b5 2d 7fffffff 10
b6 2d 80000001 10
b7 2d 80000001 10
b8 2d 7fffffff 10
b9 2d 7fffffff 10
ba 2d 80000001 10
bb 2d 80000001 10
bc 2d 7fffffff 10
bd 2d 7fffffff 10
be 2d 80000001 10
bf 2d 80000001 10
c0 2d 00000002 10
c1 2d 00000002 10
c2 2d fffffffe 10
c3 2d fffffffe 10
c4 2d 00000002 10
c5 2d 00000002 10
c6 2d fffffffe 10
c7 2d fffffffe 10
c8 2d 00000002 10
c9 2d 00000002 10
ca 2d fffffffe 10
cb 2d fffffffe 10
cc 2d 00000002 10
cd 2d 00000002 10
ce 2d fffffffe 10
cf 2d fffffffe 10
d0 2d 00000002 10
d1 2d 00000002 10
d2 2d fffffffe 10
d3 2d fffffffe 10
d4 2d 00000002 10
d5 2d 00000002 10
d6 2d fffffffe 10
d7 2d fffffffe 10
d8 2d 00000002 10
d9 2d 00000002 10
da 2d fffffffe 10
db 2d fffffffe 10
dc 2d 00000002 10
dd 2d 00000002 10
de 2d fffffffe 10
df 2d fffffffe 10
e0 2d 00000001 10
e1 2d 00000001 10
e2 2d ffffffff 10
e3 2d ffffffff 10
e4 2d 00000001 10
e5 2d 00000001 10
e6 2d ffffffff 10
e7 2d ffffffff 10
e8 2d 00000001 10
e9 2d 00000001 10
ea 2d ffffffff 10
eb 2d ffffffff 10
ec 2d 00000001 10
ed 2d 00000001 10
ee 2d ffffffff 10
ef 2d ffffffff 10
f0 2d 00000001 10
f1 2d 00000001 10
f2 2d ffffffff 10
f3 2d ffffffff 10
f4 2d 00000001 10
f5 2d 00000001 10
f6 2d ffffffff 10
f7 2d ffffffff 10
f8 2d 00000001 10
f9 2d 00000001 10
fa 2d ffffffff 10
fb 2d ffffffff 10
fc 2d 00000001 10
fd 2d 00000001 10
fe 2d ffffffff 10
ff 2d ffffffff 10
NEGNC ---Q---- CZ
00 2e 00000000 01
01 2e 00000000 01
02 2e 00000000 01
03 2e 00000000 01
04 2e 00000000 01
05 2e 00000000 01
06 2e 00000000 01
07 2e 00000000 01
08 2e 00000000 01
09 2e 00000000 01
0a 2e 00000000 01
0b 2e 00000000 01
0c 2e 00000000 01
0d 2e 00000000 01
0e 2e 00000000 01
0f 2e 00000000 01
10 2e 00000000 01
11 2e 00000000 01
12 2e 00000000 01
13 2e 00000000 01
14 2e 00000000 01
15 2e 00000000 01
16 2e 00000000 01
17 2e 00000000 01
18 2e 00000000 01
19 2e 00000000 01
1a 2e 00000000 01
1b 2e 00000000 01
1c 2e 00000000 01
1d 2e 00000000 01
1e 2e 00000000 01
1f 2e 00000000 01
20 2e 00000001 00
21 2e ffffffff 00
22 2e 00000001 00
23 2e ffffffff 00
24 2e 00000001 00
25 2e ffffffff 00
26 2e 00000001 00
27 2e ffffffff 00
28 2e 00000001 00
29 2e ffffffff 00
2a 2e 00000001 00
2b 2e ffffffff 00
2c 2e 00000001 00
2d 2e ffffffff 00
2e 2e 00000001 00
2f 2e ffffffff 00
30 2e 00000001 00
31 2e ffffffff 00
32 2e 00000001 00
33 2e ffffffff 00
34 2e 00000001 00
35 2e ffffffff 00
36 2e 00000001 00
37 2e ffffffff 00
38 2e 00000001 00
39 2e ffffffff 00
3a 2e 00000001 00
3b 2e ffffffff 00
3c 2e 00000001 00
3d 2e ffffffff 00
3e 2e 00000001 00
3f 2e ffffffff 00
40 2e 00000002 00
41 2e fffffffe 00
42 2e 00000002 00
43 2e fffffffe 00
44 2e 00000002 00
45 2e fffffffe 00
46 2e 00000002 00
47 2e fffffffe 00
48 2e 00000002 00
49 2e fffffffe 00
4a 2e 00000002 00
4b 2e fffffffe 00
4c 2e 00000002 00
4d 2e fffffffe 00
4e 2e 00000002 00
4f 2e fffffffe 00
50 2e 00000002 00
51 2e fffffffe 00
52 2e 00000002 00
53 2e fffffffe 00
54 2e 00000002 00
55 2e fffffffe 00
56 2e 00000002 00
57 2e fffffffe 00
58 2e 00000002 00
59 2e fffffffe 00
5a 2e 00000002 00
5b 2e fffffffe 00
5c 2e 00000002 00
5d 2e fffffffe 00
5e 2e 00000002 00
5f 2e fffffffe 00
60 2e 7fffffff 00
61 2e 80000001 00
62 2e 7fffffff 00
63 2e 80000001 00
64 2e 7fffffff 00
65 2e 80000001 00
66 2e 7fffffff 00
67 2e 80000001 00
68 2e 7fffffff 00
69 2e 80000001 00
6a 2e 7fffffff 00
6b 2e 80000001 00
6c 2e 7fffffff 00
6d 2e 80000001 00
6e 2e 7fffffff 00
6f 2e 80000001 00
70 2e 7fffffff 00
71 2e 80000001 00
72 2e 7fffffff 00
73 2e 80000001 00
74 2e 7fffffff 00
75 2e 80000001 00
76 2e 7fffffff 00
77 2e 80000001 00
78 2e 7fffffff 00
79 2e 80000001 00
7a 2e 7fffffff 00
7b 2e 80000001 00
7c 2e 7fffffff 00
7d 2e 80000001 00
7e 2e 7fffffff 00
7f 2e 80000001 00
80 2e 80000000 10
81 2e 80000000 10
82 2e 80000000 10
83 2e 80000000 10
84 2e 80000000 10
85 2e 80000000 10
86 2e 80000000 10
87 2e 80000000 10
88 2e 80000000 10
89 2e 80000000 10
8a 2e 80000000 10
8b 2e 80000000 10
8c 2e 80000000 10
8d 2e 80000000 10
8e 2e 80000000 10
8f 2e 80000000 10
90 2e 80000000 10
91 2e 80000000 10
92 2e 80000000 10
93 2e 80000000 10
94 2e 80000000 10
95 2e 80000000 10
96 2e 80000000 10
97 2e 80000000 10
98 2e 80000000 10
99 2e 80000000 10
9a 2e 80000000 10
9b 2e 80000000 10
9c 2e 80000000 10
9d 2e 80000000 10
9e 2e 80000000 10
9f 2e 80000000 10
a0 2e 80000001 10
a1 2e 7fffffff 10
a2 2e 80000001 10
a3 2e 7fffffff 10
a4 2e 80000001 10
a5 2e 7fffffff 10
a6 2e 80000001 10
a7 2e 7fffffff 10
a8 2e 80000001 10
a9 2e 7fffffff 10
aa 2e 80000001 10
ab 2e 7fffffff 10
ac 2e 80000001 10
ad 2e 7fffffff 10
ae 2e 80000001 10
af 2e 7fffffff 10
b0 2e 80000001 10
b1 2e 7fffffff 10
b2 2e 80000001 10
b3 2e 7fffffff 10
b4 2e 80000001 10
b5 2e 7fffffff 10
b6 2e 80000001 10
b7 2e 7fffffff 10
b8 2e 80000001 10
b9 2e 7fffffff 10
ba 2e 80000001 10
bb 2e 7fffffff 10
bc 2e 80000001 10
bd 2e 7fffffff 10
be 2e 80000001 10
bf 2e 7fffffff 10
c0 2e fffffffe 10
c1 2e 00000002 10
c2 2e fffffffe 10
c3 2e 00000002 10
c4 2e fffffffe 10
c5 2e 00000002 10
c6 2e fffffffe 10
c7 2e 00000002 10
c8 2e fffffffe 10
c9 2e 00000002 10
ca 2e fffffffe 10
cb 2e 00000002 10
cc 2e fffffffe 10
cd 2e 00000002 10
ce 2e fffffffe 10
cf 2e 00000002 10
d0 2e fffffffe 10
d1 2e 00000002 10
d2 2e fffffffe 10
d3 2e 00000002 10
d4 2e fffffffe 10
d5 2e 00000002 10
d6 2e fffffffe 10
d7 2e 00000002 10
d8 2e fffffffe 10
d9 2e 00000002 10
da 2e fffffffe 10
db 2e 00000002 10
dc 2e fffffffe 10
dd 2e 00000002 10
de 2e fffffffe 10
df 2e 00000002 10
e0 2e ffffffff 10
e1 2e 00000001 10
e2 2e ffffffff 10
e3 2e 00000001 10
e4 2e ffffffff 10
e5 2e 00000001 10
e6 2e ffffffff 10
e7 2e 00000001 10
e8 2e ffffffff 10
e9 2e 00000001 10
ea 2e ffffffff 10
eb 2e 00000001 10
ec 2e ffffffff 10
ed 2e 00000001 10
ee 2e ffffffff 10
ef 2e 00000001 10
f0 2e ffffffff 10
f1 2e 00000001 10
f2 2e ffffffff 10
f3 2e 00000001 10
f4 2e ffffffff 10
f5 2e 00000001 10
f6 2e ffffffff 10
f7 2e 00000001 10
f8 2e ffffffff 10
f9 2e 00000001 10
fa 2e ffffffff 10
fb 2e 00000001 10
fc 2e ffffffff 10
fd 2e 00000001 10
fe 2e ffffffff 10
ff 2e 00000001 10
NEGNZ ---Q---- CZ
00 2f 00000000 01
01 2f 00000000 01
02 2f 00000000 01
03 2f 00000000 01
04 2f 00000000 01
05 2f 00000000 01
06 2f 00000000 01
07 2f 00000000 01
08 2f 00000000 01
09 2f 00000000 01
0a 2f 00000000 01
0b 2f 00000000 01
0c 2f 00000000 01
0d 2f 00000000 01
0e 2f 00000000 01
0f 2f 00000000 01
10 2f 00000000 01
11 2f 00000000 01
12 2f 00000000 01
13 2f 00000000 01
14 2f 00000000 01
15 2f 00000000 01
16 2f 00000000 01
17 2f 00000000 01
18 2f 00000000 01
19 2f 00000000 01
1a 2f 00000000 01
1b 2f 00000000 01
1c 2f 00000000 01
1d 2f 00000000 01
1e 2f 00000000 01
1f 2f 00000000 01
20 2f ffffffff 00
21 2f 00000001 00
22 2f ffffffff 00
23 2f 00000001 00
24 2f ffffffff 00
25 2f 00000001 00
26 2f ffffffff 00
27 2f 00000001 00
28 2f ffffffff 00
29 2f 00000001 00
2a 2f ffffffff 00
2b 2f 00000001 00
2c 2f ffffffff 00
2d 2f 00000001 00
2e 2f ffffffff 00
2f 2f 00000001 00
30 2f ffffffff 00
31 2f 00000001 00
32 2f ffffffff 00
33 2f 00000001 00
34 2f ffffffff 00
35 2f 00000001 00
36 2f ffffffff 00
37 2f 00000001 00
38 2f ffffffff 00
39 2f 00000001 00
3a 2f ffffffff 00
3b 2f 00000001 00
3c 2f ffffffff 00
3d 2f 00000001 00
3e 2f ffffffff 00
3f 2f 00000001 00
40 2f fffffffe 00
41 2f 00000002 00
42 2f fffffffe 00
43 2f 00000002 00
44 2f fffffffe 00
45 2f 00000002 00
46 2f fffffffe 00
47 2f 00000002 00
48 2f fffffffe 00
49 2f 00000002 00
4a 2f fffffffe 00
4b 2f 00000002 00
4c 2f fffffffe 00
4d 2f 00000002 00
4e 2f fffffffe 00
4f 2f 00000002 00
50 2f fffffffe 00
51 2f 00000002 00
52 2f fffffffe 00
53 2f 00000002 00
54 2f fffffffe 00
55 2f 00000002 00
56 2f fffffffe 00
57 2f 00000002 00
58 2f fffffffe 00
59 2f 00000002 00
5a 2f fffffffe 00
5b 2f 00000002 00
5c 2f fffffffe 00
5d 2f 00000002 00
5e 2f fffffffe 00
5f 2f 00000002 00
60 2f 80000001 00
61 2f 7fffffff 00
62 2f 80000001 00
63 2f 7fffffff 00
64 2f 80000001 00
65 2f 7fffffff 00
66 2f 80000001 00
67 2f 7fffffff 00
68 2f 80000001 00
69 2f 7fffffff 00
6a 2f 80000001 00
6b 2f 7fffffff 00
6c 2f 80000001 00
6d 2f 7fffffff 00
6e 2f 80000001 00
6f 2f 7fffffff 00
70 2f 80000001 00
71 2f 7fffffff 00
72 2f 80000001 00
73 2f 7fffffff 00
74 2f 80000001 00
75 2f 7fffffff 00
76 2f 80000001 00
77 2f 7fffffff 00
78 2f 80000001 00
79 2f 7fffffff 00
7a 2f 80000001 00
7b 2f 7fffffff 00
7c 2f 80000001 00
7d 2f 7fffffff 00
7e 2f 80000001 00
7f 2f 7fffffff 00
80 2f 80000000 10
81 2f 80000000 10
82 2f 80000000 10
83 2f 80000000 10
84 2f 80000000 10
85 2f 80000000 10
86 2f 80000000 10
87 2f 80000000 10
88 2f 80000000 10
89 2f 80000000 10
8a 2f 80000000 10
8b 2f 80000000 10
8c 2f 80000000 10
8d 2f 80000000 10
8e 2f 80000000 10
8f 2f 80000000 10
90 2f 80000000 10
91 2f 80000000 10
92 2f 80000000 10
93 2f 80000000 10
94 2f 80000000 10
95 2f 80000000 10
96 2f 80000000 10
97 2f 80000000 10
98 2f 80000000 10
99 2f 80000000 10
9a 2f 80000000 10
9b 2f 80000000 10
9c 2f 80000000 10
9d 2f 80000000 10
9e 2f 80000000 10
9f 2f 80000000 10
a0 2f 7fffffff 10
a1 2f 80000001 10
a2 2f 7fffffff 10
a3 2f 80000001 10
a4 2f 7fffffff 10
a5 2f 80000001 10
a6 2f 7fffffff 10
a7 2f 80000001 10
a8 2f 7fffffff 10
a9 2f 80000001 10
aa 2f 7fffffff 10
ab 2f 80000001 10
ac 2f 7fffffff 10
ad 2f 80000001 10
ae 2f 7fffffff 10
af 2f 80000001 10
b0 2f 7fffffff 10
b1 2f 80000001 10
b2 2f 7fffffff 10
b3 2f 80000001 10
b4 2f 7fffffff 10
b5 2f 80000001 10
b6 2f 7fffffff 10
b7 2f 80000001 10
b8 2f 7fffffff 10
b9 2f 80000001 10
ba 2f 7fffffff 10
bb 2f 80000001 10
bc 2f 7fffffff 10
bd 2f 80000001 10
be 2f 7fffffff 10
bf 2f 80000001 10
c0 2f 00000002 10
c1 2f fffffffe 10
c2 2f 00000002 10
c3 2f fffffffe 10
c4 2f 00000002 10
c5 2f fffffffe 10
c6 2f 00000002 10
c7 2f fffffffe 10
c8 2f 00000002 10
c9 2f fffffffe 10
ca 2f 00000002 10
cb 2f fffffffe 10
cc 2f 00000002 10
cd 2f fffffffe 10
ce 2f 00000002 10
cf 2f fffffffe 10
d0 2f 00000002 10
d1 2f fffffffe 10
d2 2f 00000002 10
d3 2f fffffffe 10
d4 2f 00000002 10
d5 2f fffffffe 10
d6 2f 00000002 10
d7 2f fffffffe 10
d8 2f 00000002 10
d9 2f fffffffe 10
da 2f 00000002 10
db 2f fffffffe 10
dc 2f 00000002 10
dd 2f fffffffe 10
de 2f 00000002 10
df 2f fffffffe 10
e0 2f 00000001 10
e1 2f ffffffff 10
e2 2f 00000001 10
e3 2f ffffffff 10
e4 2f 00000001 10
e5 2f ffffffff 10
e6 2f 00000001 10
e7 2f ffffffff 10
e8 2f 00000001 10
e9 2f ffffffff 10
ea 2f 00000001 10
eb 2f ffffffff 10
ec 2f 00000001 10
ed 2f ffffffff 10
ee 2f 00000001 10
ef 2f ffffffff 10
f0 2f 00000001 10
f1 2f ffffffff 10
f2 2f 00000001 10
f3 2f ffffffff 10
f4 2f 00000001 10
f5 2f ffffffff 10
f6 2f 00000001 10
f7 2f ffffffff 10
f8 2f 00000001 10
f9 2f ffffffff 10
fa 2f 00000001 10
fb 2f ffffffff 10
fc 2f 00000001 10
fd 2f ffffffff 10
fe 2f 00000001 10
ff 2f ffffffff 10
CMPS  ---Q---- CZ
00 30 00000000 01
01 30 00000000 01
02 30 00000000 01
03 30 00000000 01
04 30 00000001 00
05 30 00000001 00
06 30 00000001 00
07 30 00000001 00
08 30 00000002 00
09 30 00000002 00
0a 30 00000002 00
0b 30 00000002 00
0c 30 7fffffff 00
0d 30 7fffffff 00
0e 30 7fffffff 00
0f 30 7fffffff 00
10 30 80000000 10
11 30 80000000 10
12 30 80000000 10
13 30 80000000 10
14 30 80000001 10
15 30 80000001 10
16 30 80000001 10
17 30 80000001 10
18 30 fffffffe 10
19 30 fffffffe 10
1a 30 fffffffe 10
1b 30 fffffffe 10
1c 30 ffffffff 10
1d 30 ffffffff 10
1e 30 ffffffff 10
1f 30 ffffffff 10
20 30 ffffffff 10
21 30 ffffffff 10
22 30 ffffffff 10
23 30 ffffffff 10
24 30 00000000 01
25 30 00000000 01
26 30 00000000 01
27 30 00000000 01
28 30 00000001 00
29 30 00000001 00
2a 30 00000001 00
2b 30 00000001 00
2c 30 7ffffffe 00
2d 30 7ffffffe 00
2e 30 7ffffffe 00
2f 30 7ffffffe 00
30 30 7fffffff 10
31 30 7fffffff 10
32 30 7fffffff 10
33 30 7fffffff 10
34 30 80000000 10
35 30 80000000 10
36 30 80000000 10
37 30 80000000 10
38 30 fffffffd 10
39 30 fffffffd 10
3a 30 fffffffd 10
3b 30 fffffffd 10
3c 30 fffffffe 10
3d 30 fffffffe 10
3e 30 fffffffe 10
3f 30 fffffffe 10
40 30 fffffffe 10
41 30 fffffffe 10
42 30 fffffffe 10
43 30 fffffffe 10
44 30 ffffffff 10
45 30 ffffffff 10
46 30 ffffffff 10
47 30 ffffffff 10
48 30 00000000 01
49 30 00000000 01
4a 30 00000000 01
4b 30 00000000 01
4c 30 7ffffffd 00
4d 30 7ffffffd 00
4e 30 7ffffffd 00
4f 30 7ffffffd 00
50 30 7ffffffe 10
51 30 7ffffffe 10
52 30 7ffffffe 10
53 30 7ffffffe 10
54 30 7fffffff 10
55 30 7fffffff 10
56 30 7fffffff 10
57 30 7fffffff 10
58 30 fffffffc 10
59 30 fffffffc 10
5a 30 fffffffc 10
5b 30 fffffffc 10
5c 30 fffffffd 10
5d 30 fffffffd 10
5e 30 fffffffd 10
5f 30 fffffffd 10
60 30 80000001 10
61 30 80000001 10
62 30 80000001 10
63 30 80000001 10
64 30 80000002 10
65 30 80000002 10
66 30 80000002 10
67 30 80000002 10
68 30 80000003 10
69 30 80000003 10
6a 30 80000003 10
6b 30 80000003 10
6c 30 00000000 01
6d 30 00000000 01
6e 30 00000000 01
6f 30 00000000 01
70 30 00000001 10
71 30 00000001 10
72 30 00000001 10
73 30 00000001 10
74 30 00000002 10
75 30 00000002 10
76 30 00000002 10
77 30 00000002 10
78 30 7fffffff 10
79 30 7fffffff 10
7a 30 7fffffff 10
7b 30 7fffffff 10
7c 30 80000000 10
7d 30 80000000 10
7e 30 80000000 10
7f 30 80000000 10
80 30 80000000 00
81 30 80000000 00
82 30 80000000 00
83 30 80000000 00
84 30 80000001 00
85 30 80000001 00
86 30 80000001 00
87 30 80000001 00
88 30 80000002 00
89 30 80000002 00
8a 30 80000002 00
8b 30 80000002 00
8c 30 ffffffff 00
8d 30 ffffffff 00
8e 30 ffffffff 00
8f 30 ffffffff 00
90 30 00000000 01
91 30 00000000 01
92 30 00000000 01
93 30 00000000 01
94 30 00000001 00
95 30 00000001 00
96 30 00000001 00
97 30 00000001 00
98 30 7ffffffe 00
99 30 7ffffffe 00
9a 30 7ffffffe 00
9b 30 7ffffffe 00
9c 30 7fffffff 00
9d 30 7fffffff 00
9e 30 7fffffff 00
9f 30 7fffffff 00
a0 30 7fffffff 00
a1 30 7fffffff 00
a2 30 7fffffff 00
a3 30 7fffffff 00
a4 30 80000000 00
a5 30 80000000 00
a6 30 80000000 00
a7 30 80000000 00
a8 30 80000001 00
a9 30 80000001 00
aa 30 80000001 00
ab 30 80000001 00
ac 30 fffffffe 00
ad 30 fffffffe 00
ae 30 fffffffe 00
af 30 fffffffe 00
b0 30 ffffffff 10
b1 30 ffffffff 10
b2 30 ffffffff 10
b3 30 ffffffff 10
b4 30 00000000 01
b5 30 00000000 01
b6 30 00000000 01
b7 30 00000000 01
b8 30 7ffffffd 00
b9 30 7ffffffd 00
ba 30 7ffffffd 00
bb 30 7ffffffd 00
bc 30 7ffffffe 00
bd 30 7ffffffe 00
be 30 7ffffffe 00
bf 30 7ffffffe 00
c0 30 00000002 00
c1 30 00000002 00
c2 30 00000002 00
c3 30 00000002 00
c4 30 00000003 00
c5 30 00000003 00
c6 30 00000003 00
c7 30 00000003 00
c8 30 00000004 00
c9 30 00000004 00
ca 30 00000004 00
cb 30 00000004 00
cc 30 80000001 00
cd 30 80000001 00
ce 30 80000001 00
cf 30 80000001 00
d0 30 80000002 10
d1 30 80000002 10
d2 30 80000002 10
d3 30 80000002 10
d4 30 80000003 10
d5 30 80000003 10
d6 30 80000003 10
d7 30 80000003 10
d8 30 00000000 01
d9 30 00000000 01
da 30 00000000 01
db 30 00000000 01
dc 30 00000001 00
